form_id,sample_number,establishment_id,establishment_number,establishment_name,establishment_state,project_code,project_name,collection_date,sample_source_name,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g
103059572,300244973,7855,P21234,Perdue Foods LLC,GA,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,41,NULL,NULL,NULL,NULL,NULL,1400,110,NULL,NULL,NULL
103059573,300244976,7855,P21234,Perdue Foods LLC,GA,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,10,<10,NULL,NULL,NULL
103059113,300244864,3,P40,Pilgrim's Pride Corporation,GA,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,8200,640,NULL,NULL,NULL
103059112,300244868,3,P40,Pilgrim's Pride Corporation,GA,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,<10,<10,NULL,NULL,NULL
103053681,300244863,9,P177,Pilgrim's Pride Corporation,GA,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,22050,1050,NULL,NULL,NULL
103053683,300244866,9,P177,Pilgrim's Pride Corporation,GA,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,<10,<10,NULL,NULL,NULL
103059996,300244983,15,P243,"Tyson Foods, Inc.",GA,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,77000,1700,NULL,NULL,NULL
103059992,300244980,15,P243,"Tyson Foods, Inc.",GA,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,10,<10,NULL,NULL,NULL
103059597,300245986,29,P476,Pilgrim's Pride Corporation,GA,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103056699,300245268,32,P646,"JCG Foods of Georgia, LLC",GA,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,7100,260,NULL,NULL,NULL
103056701,300245243,32,P646,"JCG Foods of Georgia, LLC",GA,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,200,55,NULL,NULL,NULL
103058090,300245004,45,P1272,Pilgrim's Pride Corporation,GA,F_CH_CARC01,Follow-up sampling of Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103054395,300245831,60,P2632,Pilgrim's Pride Corporation,FL,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,26500,1100,NULL,NULL,NULL
103054397,300245776,60,P2632,Pilgrim's Pride Corporation,FL,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,10,<10,NULL,NULL,NULL
103058104,300244900,197,M12650+P12650,Fieldale Farms Corporation,GA,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Wing,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103052816,300244889,245,P18873,"Tyson Foods, Inc.",GA,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Wing,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,NULL,NULL,NULL,NULL,NULL
103056716,300244936,328,M1887+P1887,"Marcel's Portion Pak, Inc",FL,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,NULL,NULL,NULL,NULL,NULL
103054711,300245574,562,P445,"Wayne Farms, LLC",NC,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4450,280,NULL,NULL,NULL
103054704,300245571,562,P445,"Wayne Farms, LLC",NC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,<10,<10,NULL,NULL,NULL
103056139,300245654,567,M7478+P1,"Tyson Foods, Inc.",NC,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,110000,15200,NULL,NULL,NULL
103056152,300245650,567,M7478+P1,"Tyson Foods, Inc.",NC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,33,<10,NULL,NULL,NULL
103056424,300245661,567,M7478+P1,"Tyson Foods, Inc.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103052566,300246271,577,P419,"Case Farms Processing, Inc.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103053635,300245266,578,P510,House Of Raeford Farms,NC,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,25500,1200,NULL,NULL,NULL
103053631,300245246,578,P510,House Of Raeford Farms,NC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,21,<10,NULL,NULL,NULL
103053659,300245227,578,P510,House Of Raeford Farms,NC,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103057602,300244850,586,P1201,Pilgrim's Pride Corporation,NC,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,12450,480,NULL,NULL,NULL
103057585,300244852,586,P1201,Pilgrim's Pride Corporation,NC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,<10,<10,NULL,NULL,NULL
103054847,300244920,589,P1243,"Perdue Foods, LLC.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103053205,300245258,672,P7987,"Amick Farms, LLC",SC,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,110000,4300,NULL,NULL,NULL
103053209,300245254,672,P7987,"Amick Farms, LLC",SC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,10,<10,NULL,NULL,NULL
103056196,300245792,696,P9197,"Perdue Foods, LLC.",NC,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,21500,430,NULL,NULL,NULL
103059644,300244994,696,P9197,"Perdue Foods, LLC.",NC,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73000,3200,NULL,NULL,NULL
103058559,300244993,696,P9197,"Perdue Foods, LLC.",NC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,140,<10,NULL,NULL,NULL
103056197,300245803,696,P9197,"Perdue Foods, LLC.",NC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,33,33,NULL,NULL,NULL
103055438,300244918,727,M17980+P17980,Pilgrim's Pride Corporation,SC,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103056124,300244837,734,P18285,Perdue Foods LLC,SC,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,73000,46000,NULL,NULL,NULL
103056125,300244836,734,P18285,Perdue Foods LLC,SC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,<10,<10,NULL,NULL,NULL
103055457,300244874,1160,M5142+P5142,Washington Avenue Poultry,NY,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103055097,300244922,1457,M19034+P19034+V19034A,Berk Lombardo Packing Co.. Inc.,NY,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,NULL,NULL,NULL,NULL,NULL
103055293,300245264,1906,M810+P810,Pilgrim's Pride Corporation,WV,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,5150,71,NULL,NULL,NULL
103055292,300245252,1906,M810+P810,Pilgrim's Pride Corporation,WV,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,<10,<10,NULL,NULL,NULL
103059740,300245235,1914,P1209,Whitewater Processing LLC,OH,HC_TU_CARC01,HACCP Verification for Young Turkey Carcasses,2022-10-03,Animal-Turkey-Turkey Carcass Sponge,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103055433,300244881,2111,P17340,Pilgrim's Pride Corporation,KY,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103056556,300245745,2160,P19112,Perdue Foods LLC,KY,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7150,1700,NULL,NULL,NULL
103056558,300245749,2160,P19112,Perdue Foods LLC,KY,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,530,240,NULL,NULL,NULL
103054776,300245260,2197,P20245,"Keystone Foods, LLC",KY,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,26750,1100,NULL,NULL,NULL
103054778,300245250,2197,P20245,"Keystone Foods, LLC",KY,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,55,10,NULL,NULL,NULL
103055046,300245230,2197,P20245,"Keystone Foods, LLC",KY,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103056674,300244965,2214,M2161+P3,"Mountaire Farms of Delaware, Inc.",DE,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL,NULL,14000,640,NULL,NULL,NULL
103056673,300244962,2214,M2161+P3,"Mountaire Farms of Delaware, Inc.",DE,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,10,<10,NULL,NULL,NULL
103056258,300245584,2214,M2161+P3,"Mountaire Farms of Delaware, Inc.",DE,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Wing,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103060680,300245716,2260,P935,Allen Harim LLC,DE,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,73000,6350,NULL,NULL,NULL
103060678,300245714,2260,P935,Allen Harim LLC,DE,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,<10,<10,NULL,NULL,NULL
103056200,300245759,2278,P2178,PERDUE FOODS LLC,DE,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,15000,400,NULL,NULL,NULL
103056203,300245754,2278,P2178,PERDUE FOODS LLC,DE,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,<10,10,NULL,NULL,NULL
103052427,300246838,2501,P286,Perdue Foods LLC,IN,HC_TU_COM01,Sampling for Ground and Other Comminuted Turkey (not Mechanically Separated),2022-10-03,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Turkey",NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103054422,300246297,2526,P1241,"Tyson Foods, Inc.",IN,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,6200,180,NULL,NULL,NULL
103054419,300246285,2526,P1241,"Tyson Foods, Inc.",IN,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,32,<10,NULL,NULL,NULL
103053096,300245234,2856,M6916+P6916+V6916,Amity Packing Co. Inc.,IL,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103056222,300245220,2858,M6934+P6934,Stap Inc.,IL,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,NULL,NULL,NULL,NULL,NULL
103052579,300244905,2871,M15735+P15735+V15735,FULTON MARKET,IL,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103056450,300244925,2902,M18554+P18554,JCG Industries,IL,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2022-10-03,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103059507,300245263,3356,M4653A+P4653A+V4653A,"Agri Star Meat and Poultry, LLC",IA,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93000,2750,NULL,NULL,NULL
103059506,300245247,3356,M4653A+P4653A+V4653A,"Agri Star Meat and Poultry, LLC",IA,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,33,<10,NULL,NULL,NULL
103057882,300244840,3543,P727+V727,"Simmons Prepared Foods, Inc.",MO,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,1200,83,NULL,NULL,NULL
103057881,300244844,3543,P727+V727,"Simmons Prepared Foods, Inc.",MO,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,<10,<10,NULL,NULL,NULL
103056576,300245689,3680,M7089+P7089,Tyson Foods Inc,MO,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,370000,14500,NULL,NULL,NULL
103056577,300245734,3680,M7089+P7089,Tyson Foods Inc,MO,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,73,<10,NULL,NULL,NULL
103054708,300246292,3752,P13369+V13369,"George's Processing, Inc.",MO,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,1300,44,NULL,NULL,NULL
103054709,300246283,3752,P13369+V13369,"George's Processing, Inc.",MO,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,33,<10,NULL,NULL,NULL
103054653,300245769,3833,P165H,Bachoco OK Foods,OK,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,6350,1800,NULL,NULL,NULL
103054654,300245768,3833,P165H,Bachoco OK Foods,OK,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,<10,<10,NULL,NULL,NULL
103053292,300244856,3852,P468,"Peco Foods, Inc.",AR,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38500,1700,NULL,NULL,NULL
103053295,300244854,3852,P468,"Peco Foods, Inc.",AR,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,330,33,NULL,NULL,NULL
103052710,300244997,3858,P1009,Wayne Farms LLC,AR,EX_CHCAR_RH1,Exploratory Young Chicken Carcass Rehang Sampling,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,NULL,11050,755,NULL,NULL,NULL
103052707,300244996,3858,P1009,Wayne Farms LLC,AR,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2022-10-03,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,21,<10,NULL,NULL,NULL
