form_id,sample_number,establishment_id,establishment_number,establishment_name,establishment_state,project_code,project_name,collection_date,sample_source_name,product_type,not_analyzed,not_analyzed_explain,salmonella_sp_analysis,salmonella_sp_analysis_canceled,salmonellae_mpn_g,salmonellae_mpn_g_canceled,salmonellae_mpn_combination,salmonella_quantitative_cfu_g,salmonella_quantitative_cfu_ml,salmonella_mpn_qualitative,campylobacter_analysis_1ml,campylobacter_analysis_1ml_canceled,campylobacter_analysis_30ml,campylobacter_analysis_30ml_canceled,aerobic_plate_count_mpn_ml,enterobacteriaceae_mpn_ml,aerobic_plate_count_mpn_100_sq_cm,enterobacteriaceae_mpn_100_sq_cm,aerobic_plate_count_mpn_g
103275694,300465071,562,P445,"Wayne Farms, LLC",NC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103276098,300465063,567,M7478+P1,"Tyson Foods, Inc.",NC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103279615,300464080,586,P1201,Pilgrim's Pride Corporation,NC,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,10,NULL,NULL,NULL,NULL
103276542,300464069,665,M7900+P7900,"Prestige Farms, Inc.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,2100,NULL,NULL,NULL,NULL
103274298,300464083,696,P9197,"Perdue Foods, LLC.",NC,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103276115,300464830,696,P9197,"Perdue Foods, LLC.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,<10,NULL,NULL,NULL,NULL
103280188,300464077,1569,M1097+P8891,"Demakes Enterprises, LLC",MA,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,Negative,NULL,3700000,NULL,NULL,NULL,NULL
103265306,300464596,2091,P15724+V15724,Case Farms Processing,OH,F_CH_CARC01,Follow-up sampling of Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103280030,300464578,2111,P17340,Pilgrim's Pride Corporation,KY,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,NULL,NULL,NULL,NULL,NULL
103267904,300464107,2208,P20604+V20604,"Gerber Poultry, LLC",OH,F_CH_COM01,Follow-up sampling of Comminuted Chicken,2023-10-02,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103276855,300464548,2214,M2161+P3,"Mountaire Farms of Delaware, Inc.",DE,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,21,NULL,NULL,NULL,NULL
103277408,300464968,2230,P18,Cargill Meat Solutions,VA,HC_TU_COM01,Sampling for Ground and Other Comminuted Turkey (not Mechanically Separated),2023-10-02,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Turkey",NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,<60
103277178,300464917,2249,M667+P667,Mountaire Farms Inc.,DE,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103280404,300464589,2264,P1249,"George's Chicken, LLC",VA,F_CPT_LBW01,"Follow-up sampling of Chicken Parts – legs, breasts, wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103280788,300464996,2264,P1249,"George's Chicken, LLC",VA,F_CPT_LBW01,"Follow-up sampling of Chicken Parts – legs, breasts, wings",2023-10-02,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103281016,300465365,2267,P1318,"Perdue Foods, LLC",DE,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103277351,300464901,2349,P7903,"Perdue Foods, LLC",VA,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103277349,300464838,2349,P7903,"Perdue Foods, LLC",VA,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,110,NULL,NULL,NULL,NULL
103274829,300464141,2351,P7927,"AMICK FARMS, LLC",MD,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103276307,300464584,2643,P7769,"Farbest Foods, Inc.",IN,HC_TU_CARC01,HACCP Verification for Young Turkey Carcasses,2023-10-02,Animal-Turkey-Turkey Carcass Sponge,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103280318,300464155,2856,M6916+P6916+V6916,Amity Packing Co. Inc.,IL,F_CPT_LBW01,"Follow-up sampling of Chicken Parts – legs, breasts, wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103274652,300464094,3250,M244C+P244C,"Tyson Fresh Meats, Inc.",IA,HC_CH_COM01,Sampling for Ground and Other Comminuted Chicken (not Mechanically Separated),2023-10-02,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,<60
103281302,300465105,3276,M757+P757+V757,The Hillshire Brands Company,IA,HC_TU_CARC01,HACCP Verification for Young Turkey Carcasses,2023-10-02,Animal-Turkey-Turkey Carcass Sponge,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103278628,300464555,3356,M4653A+P4653A+V4653A,"Agri Star Meat and Poultry, LLC",IA,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,1600,NULL,NULL,NULL,NULL
103275413,300465102,3362,M5533+P5533+V5533,"West Liberty Foods, LLC",IA,HC_TU_CARC01,HACCP Verification for Young Turkey Carcasses,2023-10-02,Animal-Turkey-Turkey Carcass Sponge,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103274622,300465366,3518,P20251,"Tecumseh Poultry, LLC",NE,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103274108,300465049,3752,P13369+V13369,"George's Processing, Inc.",MO,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103274095,300464061,3841,P768+V768,"Tyson Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,<10,NULL,NULL,NULL,NULL
103277302,300464120,3849,P165M+V165M,Bachoco OK Foods,OK,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,2400,NULL,NULL,NULL,NULL
103281232,300466034,3850,P165S+V165S,Bachoco OK Foods,AR,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Positive,NULL,NULL,NULL,NULL,NULL,<10,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103279635,300464082,3851,P208+V208,"George's Processing, Inc.",AR,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103275826,300465373,3858,P1009,Wayne Farms LLC,AR,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103276747,300464128,3870,P5787,Pilgrim's Pride Corporation,LA,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103274061,300464895,3880,M7100+P7100+V7100,"Tyson Foods, Inc.",AR,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103277611,300464942,3881,P7101,"Tyson Foods, Inc.",AR,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103274138,300465897,3937,P27+V27,"Tyson Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Wing,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,330,NULL,NULL,NULL,NULL
103281263,300466304,3943,P689+V689,"Cooks Venture Poultry Jay, Inc.",OK,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103278866,300464123,4030,M13170+P13170+V13170,Oklahoma City Meat Company,OK,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,140,NULL,NULL,NULL,NULL
103278555,300465034,4128,P325,"Tyson Foods, Inc.",TX,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,200,NULL,NULL,NULL,NULL
103280970,300465820,4142,P218,Pilgrim's Pride Corporation,TX,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103280968,300465799,4142,P218,Pilgrim's Pride Corporation,TX,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Wing,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,<10,NULL,NULL,NULL,NULL
103280781,300464130,4161,P1294+V1294,Holmes Foods Inc.,TX,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103276388,300464558,4161,P1294+V1294,Holmes Foods Inc.,TX,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Wing,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,120,NULL,NULL,NULL,NULL
103279640,300464550,4244,M7091A+P7091A,Pilgrim's Pride Corporation,TX,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Wing,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,59,NULL,NULL,NULL,NULL
103278262,300464087,4489,P517,Mar-Jac Poultry-MS,MS,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103276151,300465380,4493,P912,Wayne Farms LLC,AL,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103280107,300464139,4495,P1317+V1317,Wayne Farms LLC,AL,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
103276469,300464115,4496,P6504,"Peco Foods, Inc.",AL,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,<10,NULL,NULL,NULL,NULL
103276988,300464572,4499,P6651,Tyson Foods Inc.,TN,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103276195,300464955,4499,P6651,Tyson Foods Inc.,TN,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103279106,300464568,4501,P192,Pilgrim's Pride Corporation,AL,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,NULL,NULL,NULL,NULL,NULL
103278609,300464850,4505,P519,Amick Farms LLC,MS,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,240,NULL,NULL,NULL,NULL
103276683,300464582,4506,P548,"JCG  Foods of Alabama, LLC",AL,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103278755,300464564,4509,P1235,Wayne Farms LLC,AL,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103274337,300464074,4512,P6510,"Peco Foods, Inc",MS,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Wing,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,10,NULL,NULL,NULL,NULL
103275954,300465353,4514,P6638,Pilgrim's Pride Corporation,AL,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,21,NULL,NULL,NULL,NULL
103276238,300464134,4515,P6666,"Koch Foods of Gadsden, LLC",AL,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Positive,NULL,NULL,NULL,NULL,NULL,NULL
103277334,300466302,4518,P7485+V7485,Wayne Farms LLC,AL,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103278186,300464113,4523,M11507+P11507+V11507,Perdue Foods LLC,TN,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Breast,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,920,NULL,NULL,NULL,NULL
103281035,300465371,4530,P18557,"Sanderson Farms, Inc.",MS,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,NULL,NULL,NULL,NULL,NULL
103274193,300464119,4530,P18557,"Sanderson Farms, Inc.",MS,HC_CPT_LBW01,"Sampling for Chicken Parts – Legs, Breasts, and  Wings",2023-10-02,Product-Raw-Intact-Chicken,Leg,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86 Sample not selected for Campylobacter analysis,10,NULL,NULL,NULL,NULL
103278882,300464149,4534,M19636+P19636,Tyson Foods Inc,TN,HC_CH_CARC01,HACCP Verification for Young Chicken Carcasses,2023-10-02,Animal-Chicken-Broiler / Young Chicken Carcass Rinse,NULL,00,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL,NULL,NULL
