"","establishment_id","rolling_window","start_date","end_date","n_pos","n_pos_adj","percent_pos","percent_pos_adj","n_neg","percent_neg","total_sample_no","n_pos_breast","n_neg_breast","n_pos_leg","n_neg_leg","n_pos_wing","n_neg_wing","rw_category","establishment_size"
"1",2,"1","2024-09-29","2025-09-27",1,0,2.04081632653061,0,48,97.9591836734694,49,1,16,0,13,0,19,"1","Large"
"2",2,"2","2024-09-01","2025-08-30",1,0,2,0,49,98,50,1,16,0,13,0,20,"1","Large"
"3",2,"3","2024-07-28","2025-07-26",1,0,1.96078431372549,0,50,98.0392156862745,51,1,17,0,12,0,21,"1","Large"
"4",2,"4","2024-06-30","2025-06-28",1,1,1.88679245283019,1.88679245283019,52,98.1132075471698,53,1,18,0,13,0,21,"1","Large"
"5",2,"5","2024-06-02","2025-05-31",1,1,1.88679245283019,1.88679245283019,52,98.1132075471698,53,1,19,0,12,0,21,"1","Large"
"6",2,"6","2024-04-28","2025-04-26",2,2,3.77358490566038,3.77358490566038,51,96.2264150943396,53,2,18,0,11,0,22,"1","Large"
"7",2,"7","2024-03-31","2025-03-29",2,2,3.7037037037037,3.7037037037037,52,96.2962962962963,54,2,20,0,10,0,22,"1","Large"
"8",2,"8","2024-02-25","2025-02-22",2,2,3.63636363636364,3.63636363636364,53,96.3636363636364,55,2,20,0,11,0,22,"1","Large"
"9",2,"9","2024-01-28","2025-01-25",3,3,5.35714285714286,5.35714285714286,53,94.6428571428571,56,2,21,0,11,1,21,"1","Large"
"10",2,"10","2023-12-31","2024-12-28",3,3,5,5,57,95,60,2,22,0,14,1,21,"1","Large"
"11",2,"11","2023-12-03","2024-11-30",4,4,6.66666666666667,6.66666666666667,56,93.3333333333333,60,3,24,0,12,1,20,"1","Large"
"12",2,"12","2023-10-29","2024-10-26",4,4,6.66666666666667,6.66666666666667,56,93.3333333333333,60,3,23,0,13,1,20,"1","Large"
"13",2,"13","2023-10-01","2024-09-28",4,4,6.66666666666667,6.66666666666667,56,93.3333333333333,60,3,23,0,12,1,21,"1","Large"
"14",2,"14","2023-09-03","2024-08-31",4,4,6.66666666666667,6.66666666666667,56,93.3333333333333,60,3,22,0,13,1,21,"1","Large"
"15",2,"15","2023-07-30","2024-07-27",5,5,8.33333333333333,8.33333333333333,55,91.6666666666667,60,4,23,0,13,1,19,"2","Large"
"16",2,"16","2023-07-02","2024-06-29",6,6,10,10,54,90,60,4,23,0,13,2,18,"2","Large"
"17",2,"17","2023-05-28","2024-05-25",9,9,14.7540983606557,14.7540983606557,52,85.2459016393443,61,5,21,1,13,3,18,"2","Large"
"18",2,"18","2023-04-30","2024-04-27",8,8,13.3333333333333,13.3333333333333,52,86.6666666666667,60,4,21,1,13,3,18,"2","Large"
"19",2,"19","2023-04-02","2024-03-30",8,8,13.3333333333333,13.3333333333333,52,86.6666666666667,60,4,20,1,13,3,19,"2","Large"
"20",2,"20","2023-02-26","2024-02-24",8,8,13.1147540983607,13.1147540983607,53,86.8852459016393,61,4,21,1,11,3,21,"2","Large"
"21",2,"21","2023-01-29","2024-01-27",7,7,11.6666666666667,11.6666666666667,53,88.3333333333333,60,4,18,1,12,2,23,"2","Large"
"22",2,"22","2023-01-01","2023-12-30",7,7,11.6666666666667,11.6666666666667,53,88.3333333333333,60,4,20,1,9,2,24,"2","Large"
"23",3,"1","2024-09-29","2025-09-27",9,8,17.6470588235294,15.6862745098039,42,82.3529411764706,51,6,11,1,16,2,15,"3","Large"
"24",3,"2","2024-09-01","2025-08-30",9,8,17.6470588235294,15.6862745098039,42,82.3529411764706,51,6,10,1,17,2,15,"3","Large"
"25",3,"3","2024-07-28","2025-07-26",10,10,18.8679245283019,18.8679245283019,43,81.1320754716981,53,6,12,2,17,2,14,"3","Large"
"26",3,"4","2024-06-30","2025-06-28",10,10,18.8679245283019,18.8679245283019,43,81.1320754716981,53,6,12,2,16,2,15,"3","Large"
"27",3,"5","2024-06-02","2025-05-31",10,10,19.2307692307692,19.2307692307692,42,80.7692307692308,52,6,11,2,16,2,15,"3","Large"
"28",3,"6","2024-04-28","2025-04-26",10,10,18.8679245283019,18.8679245283019,43,81.1320754716981,53,6,11,2,16,2,16,"3","Large"
"29",3,"7","2024-03-31","2025-03-29",8,8,15.0943396226415,15.0943396226415,45,84.9056603773585,53,5,13,2,16,1,16,"2","Large"
"30",3,"8","2024-02-25","2025-02-22",7,7,12.7272727272727,12.7272727272727,48,87.2727272727273,55,5,14,1,18,1,16,"2","Large"
"31",3,"9","2024-01-28","2025-01-25",5,5,9.25925925925926,9.25925925925926,49,90.7407407407407,54,4,14,1,18,0,17,"2","Large"
"32",3,"10","2023-12-31","2024-12-28",5,5,8.92857142857143,8.92857142857143,51,91.0714285714286,56,4,15,1,18,0,18,"2","Large"
"33",3,"11","2023-12-03","2024-11-30",6,6,10.9090909090909,10.9090909090909,49,89.0909090909091,55,4,14,2,17,0,18,"2","Large"
"34",3,"12","2023-10-29","2024-10-26",4,4,7.40740740740741,7.40740740740741,50,92.5925925925926,54,2,16,2,16,0,18,"1","Large"
"35",3,"13","2023-10-01","2024-09-28",4,4,7.27272727272727,7.27272727272727,51,92.7272727272727,55,2,17,2,15,0,19,"1","Large"
"36",3,"14","2023-09-03","2024-08-31",4,4,7.01754385964912,7.01754385964912,53,92.9824561403509,57,2,17,2,16,0,20,"1","Large"
"37",3,"15","2023-07-30","2024-07-27",3,3,5.35714285714286,5.35714285714286,53,94.6428571428571,56,2,16,1,17,0,20,"1","Large"
"38",3,"16","2023-07-02","2024-06-29",3,3,5,5,57,95,60,2,18,1,18,0,21,"1","Large"
"39",3,"17","2023-05-28","2024-05-25",3,3,5,5,57,95,60,2,18,1,18,0,21,"1","Large"
"40",3,"18","2023-04-30","2024-04-27",5,5,8.33333333333333,8.33333333333333,55,91.6666666666667,60,4,18,1,17,0,20,"2","Large"
"41",3,"19","2023-04-02","2024-03-30",5,5,8.19672131147541,8.19672131147541,56,91.8032786885246,61,4,18,1,18,0,20,"2","Large"
"42",3,"20","2023-02-26","2024-02-24",6,6,10.1694915254237,10.1694915254237,53,89.8305084745763,59,4,17,1,16,1,20,"2","Large"
"43",3,"21","2023-01-29","2024-01-27",6,6,10,10,54,90,60,4,18,1,18,1,18,"2","Large"
"44",3,"22","2023-01-01","2023-12-30",7,7,11.6666666666667,11.6666666666667,53,88.3333333333333,60,5,17,1,18,1,18,"2","Large"
"45",8,"1","2024-09-29","2025-09-27",4,4,7.54716981132075,7.54716981132075,49,92.4528301886792,53,3,19,0,20,1,10,"1","Large"
"46",8,"2","2024-09-01","2025-08-30",4,4,7.27272727272727,7.27272727272727,51,92.7272727272727,55,4,19,0,21,0,11,"1","Large"
"47",8,"3","2024-07-28","2025-07-26",4,4,7.27272727272727,7.27272727272727,51,92.7272727272727,55,4,20,0,21,0,10,"1","Large"
"48",8,"4","2024-06-30","2025-06-28",5,5,9.09090909090909,9.09090909090909,50,90.9090909090909,55,5,18,0,22,0,10,"2","Large"
"49",8,"5","2024-06-02","2025-05-31",7,7,12.7272727272727,12.7272727272727,48,87.2727272727273,55,6,17,1,21,0,10,"2","Large"
"50",8,"6","2024-04-28","2025-04-26",6,6,11.1111111111111,11.1111111111111,48,88.8888888888889,54,5,17,1,21,0,10,"2","Large"
"51",8,"7","2024-03-31","2025-03-29",6,6,10.9090909090909,10.9090909090909,49,89.0909090909091,55,5,18,1,22,0,9,"2","Large"
"52",8,"8","2024-02-25","2025-02-22",7,7,12.7272727272727,12.7272727272727,48,87.2727272727273,55,6,17,1,22,0,9,"2","Large"
"53",8,"9","2024-01-28","2025-01-25",8,8,15.0943396226415,15.0943396226415,45,84.9056603773585,53,6,15,2,21,0,9,"2","Large"
"54",8,"10","2023-12-31","2024-12-28",8,8,14.2857142857143,14.2857142857143,48,85.7142857142857,56,6,17,2,21,0,10,"2","Large"
"55",8,"11","2023-12-03","2024-11-30",8,8,14.2857142857143,14.2857142857143,48,85.7142857142857,56,6,17,2,21,0,10,"2","Large"
"56",8,"12","2023-10-29","2024-10-26",6,6,10.7142857142857,10.7142857142857,50,89.2857142857143,56,4,17,2,22,0,11,"2","Large"
"57",8,"13","2023-10-01","2024-09-28",6,6,10.5263157894737,10.5263157894737,51,89.4736842105263,57,4,19,2,21,0,11,"2","Large"
"58",8,"14","2023-09-03","2024-08-31",5,5,8.7719298245614,8.7719298245614,52,91.2280701754386,57,3,19,2,22,0,11,"2","Large"
"59",8,"15","2023-07-30","2024-07-27",5,5,8.7719298245614,8.7719298245614,52,91.2280701754386,57,3,18,2,22,0,12,"2","Large"
"60",8,"16","2023-07-02","2024-06-29",5,5,8.62068965517241,8.62068965517241,53,91.3793103448276,58,3,20,2,21,0,12,"2","Large"
"61",8,"17","2023-05-28","2024-05-25",4,4,6.89655172413793,6.89655172413793,54,93.1034482758621,58,2,21,1,21,1,12,"1","Large"
"62",8,"18","2023-04-30","2024-04-27",4,4,6.77966101694915,6.77966101694915,55,93.2203389830508,59,2,22,1,22,1,11,"1","Large"
"63",8,"19","2023-04-02","2024-03-30",4,4,6.77966101694915,6.77966101694915,55,93.2203389830508,59,2,22,1,21,1,12,"1","Large"
"64",8,"20","2023-02-26","2024-02-24",5,5,8.47457627118644,8.47457627118644,54,91.5254237288136,59,2,21,1,21,2,12,"2","Large"
"65",8,"21","2023-01-29","2024-01-27",4,4,6.66666666666667,6.66666666666667,56,93.3333333333333,60,2,23,0,22,2,11,"1","Large"
"66",8,"22","2023-01-01","2023-12-30",5,5,8.33333333333333,8.33333333333333,55,91.6666666666667,60,2,22,0,23,3,10,"2","Large"
"67",9,"1","2024-09-29","2025-09-27",6,6,10.3448275862069,10.3448275862069,52,89.6551724137931,58,2,16,4,19,0,17,"2","Large"
"68",9,"2","2024-09-01","2025-08-30",4,4,7.01754385964912,7.01754385964912,53,92.9824561403509,57,1,16,3,20,0,17,"1","Large"
"69",9,"3","2024-07-28","2025-07-26",4,4,6.89655172413793,6.89655172413793,54,93.1034482758621,58,1,15,3,21,0,18,"1","Large"
"70",9,"4","2024-06-30","2025-06-28",4,4,6.89655172413793,6.89655172413793,54,93.1034482758621,58,1,17,3,20,0,17,"1","Large"
"71",9,"5","2024-06-02","2025-05-31",4,4,6.77966101694915,6.77966101694915,55,93.2203389830508,59,1,17,3,21,0,17,"1","Large"
"72",9,"6","2024-04-28","2025-04-26",3,3,5.17241379310345,5.17241379310345,55,94.8275862068966,58,1,16,2,22,0,17,"1","Large"
"73",9,"7","2024-03-31","2025-03-29",3,3,5.17241379310345,5.17241379310345,55,94.8275862068966,58,1,17,2,20,0,18,"1","Large"
"74",9,"8","2024-02-25","2025-02-22",4,4,7.14285714285714,7.14285714285714,52,92.8571428571429,56,1,16,2,21,1,15,"1","Large"
"75",9,"9","2024-01-28","2025-01-25",4,4,6.89655172413793,6.89655172413793,54,93.1034482758621,58,1,16,2,20,1,18,"1","Large"
"76",9,"10","2023-12-31","2024-12-28",4,4,6.77966101694915,6.77966101694915,55,93.2203389830508,59,1,16,2,21,1,18,"1","Large"
"77",9,"11","2023-12-03","2024-11-30",4,4,6.77966101694915,6.77966101694915,55,93.2203389830508,59,1,17,2,21,1,17,"1","Large"
"78",9,"12","2023-10-29","2024-10-26",4,4,6.66666666666667,6.66666666666667,56,93.3333333333333,60,0,17,2,23,2,16,"1","Large"
"79",9,"13","2023-10-01","2024-09-28",3,3,5.17241379310345,5.17241379310345,55,94.8275862068966,58,0,16,1,22,2,17,"1","Large"
"80",9,"14","2023-09-03","2024-08-31",2,2,3.38983050847458,3.38983050847458,57,96.6101694915254,59,0,18,0,22,2,17,"1","Large"
"81",9,"15","2023-07-30","2024-07-27",2,2,3.44827586206897,3.44827586206897,56,96.551724137931,58,0,18,0,22,2,16,"1","Large"
"82",9,"16","2023-07-02","2024-06-29",2,2,3.38983050847458,3.38983050847458,57,96.6101694915254,59,0,17,0,22,2,18,"1","Large"
"83",9,"17","2023-05-28","2024-05-25",2,2,3.33333333333333,3.33333333333333,58,96.6666666666667,60,0,17,0,23,2,18,"1","Large"
"84",9,"18","2023-04-30","2024-04-27",2,2,3.38983050847458,3.38983050847458,57,96.6101694915254,59,0,17,0,22,2,18,"1","Large"
"85",9,"19","2023-04-02","2024-03-30",2,2,3.33333333333333,3.33333333333333,58,96.6666666666667,60,0,16,0,25,2,17,"1","Large"
"86",9,"20","2023-02-26","2024-02-24",1,1,1.63934426229508,1.63934426229508,60,98.3606557377049,61,0,16,0,25,1,19,"1","Large"
"87",9,"21","2023-01-29","2024-01-27",2,2,3.33333333333333,3.33333333333333,58,96.6666666666667,60,0,15,0,27,2,16,"1","Large"
"88",9,"22","2023-01-01","2023-12-30",3,3,5,5,57,95,60,0,16,1,26,2,15,"1","Large"
"89",10,"1","2024-09-29","2025-09-27",1,0,5.26315789473684,0,18,94.7368421052632,19,1,12,0,4,0,2,"1","Small"
"90",10,"2","2024-09-01","2025-08-30",1,0,5.26315789473684,0,18,94.7368421052632,19,1,12,0,4,0,2,"1","Small"
"91",10,"3","2024-07-28","2025-07-26",1,0,5.26315789473684,0,18,94.7368421052632,19,1,11,0,4,0,3,"1","Small"
"92",10,"4","2024-06-30","2025-06-28",1,0,5.55555555555556,0,17,94.4444444444444,18,1,10,0,4,0,3,"1","Small"
"93",10,"5","2024-06-02","2025-05-31",1,0,5.26315789473684,0,18,94.7368421052632,19,1,10,0,5,0,3,"1","Small"
"94",10,"6","2024-04-28","2025-04-26",1,0,5.88235294117647,0,16,94.1176470588235,17,1,8,0,5,0,3,"1","Small"
"95",10,"7","2024-03-31","2025-03-29",0,0,0,0,16,100,16,0,8,0,5,0,3,"1","Small"
"96",10,"8","2024-02-25","2025-02-22",0,0,0,0,15,100,15,0,7,0,5,0,3,"1","Small"
"97",10,"9","2024-01-28","2025-01-25",0,0,0,0,12,100,12,0,5,0,5,0,2,"1","Small"
"98",10,"10","2023-12-31","2024-12-28",0,0,0,0,11,100,11,0,4,0,5,0,2,"1","Small"
"99",10,"11","2023-12-03","2024-11-30",0,0,0,0,10,100,10,0,3,0,5,0,2,"1","Small"
"100",10,"12","2023-10-29","2024-10-26",0,0,0,0,8,100,8,0,1,0,5,0,2,NA,"Small"
"101",10,"13","2023-10-01","2024-09-28",0,0,0,0,7,100,7,0,1,0,4,0,2,NA,"Small"
"102",10,"14","2023-09-03","2024-08-31",0,0,0,0,5,100,5,0,1,0,3,0,1,NA,"Small"
"103",10,"15","2023-07-30","2024-07-27",0,0,0,0,3,100,3,0,1,0,2,0,0,NA,"Small"
"104",10,"16","2023-07-02","2024-06-29",0,0,0,0,2,100,2,0,1,0,1,0,0,NA,"Small"
"105",15,"1","2024-09-29","2025-09-27",0,0,0,0,45,100,45,0,32,0,0,0,13,"1","Large"
"106",15,"2","2024-09-01","2025-08-30",0,0,0,0,44,100,44,0,31,0,0,0,13,"1","Large"
"107",15,"3","2024-07-28","2025-07-26",0,0,0,0,45,100,45,0,31,0,0,0,14,"1","Large"
"108",15,"4","2024-06-30","2025-06-28",0,0,0,0,46,100,46,0,32,0,0,0,14,"1","Large"
"109",15,"5","2024-06-02","2025-05-31",0,0,0,0,48,100,48,0,34,0,0,0,14,"1","Large"
"110",15,"6","2024-04-28","2025-04-26",0,0,0,0,47,100,47,0,33,0,0,0,14,"1","Large"
"111",15,"7","2024-03-31","2025-03-29",0,0,0,0,48,100,48,0,33,0,0,0,15,"1","Large"
"112",15,"8","2024-02-25","2025-02-22",0,0,0,0,46,100,46,0,31,0,0,0,15,"1","Large"
"113",15,"9","2024-01-28","2025-01-25",0,0,0,0,46,100,46,0,29,0,0,0,17,"1","Large"
"114",15,"10","2023-12-31","2024-12-28",0,0,0,0,47,100,47,0,30,0,0,0,17,"1","Large"
"115",15,"11","2023-12-03","2024-11-30",1,0,2.08333333333333,0,47,97.9166666666667,48,0,32,0,0,1,15,"1","Large"
"116",15,"12","2023-10-29","2024-10-26",1,0,2.12765957446809,0,46,97.8723404255319,47,0,32,0,0,1,14,"1","Large"
"117",15,"13","2023-10-01","2024-09-28",1,0,2.08333333333333,0,47,97.9166666666667,48,0,34,0,0,1,13,"1","Large"
"118",15,"14","2023-09-03","2024-08-31",1,0,2.04081632653061,0,48,97.9591836734694,49,0,35,0,0,1,13,"1","Large"
"119",15,"15","2023-07-30","2024-07-27",1,0,2.27272727272727,0,43,97.7272727272727,44,0,32,0,0,1,11,"1","Large"
"120",15,"16","2023-07-02","2024-06-29",1,0,2.27272727272727,0,43,97.7272727272727,44,0,33,0,0,1,10,"1","Large"
"121",15,"17","2023-05-28","2024-05-25",1,0,2.32558139534884,0,42,97.6744186046512,43,0,32,0,0,1,10,"1","Large"
"122",15,"18","2023-04-30","2024-04-27",2,1,4.54545454545455,2.27272727272727,42,95.4545454545455,44,1,33,0,0,1,9,"1","Large"
"123",15,"19","2023-04-02","2024-03-30",2,1,4.54545454545455,2.27272727272727,42,95.4545454545455,44,1,32,0,0,1,10,"1","Large"
"124",15,"20","2023-02-26","2024-02-24",3,2,6.52173913043478,4.34782608695652,43,93.4782608695652,46,1,34,0,0,2,9,"1","Large"
"125",15,"21","2023-01-29","2024-01-27",5,4,10.8695652173913,8.69565217391304,41,89.1304347826087,46,3,33,0,0,2,8,"2","Large"
"126",15,"22","2023-01-01","2023-12-30",5,4,11.1111111111111,8.88888888888889,40,88.8888888888889,45,3,31,0,0,2,9,"2","Large"
"127",29,"1","2024-09-29","2025-09-27",5,5,9.09090909090909,9.09090909090909,50,90.9090909090909,55,0,7,3,26,2,17,"2","Large"
"128",29,"2","2024-09-01","2025-08-30",5,5,9.25925925925926,9.25925925925926,49,90.7407407407407,54,0,7,3,26,2,16,"2","Large"
"129",29,"3","2024-07-28","2025-07-26",6,6,11.1111111111111,11.1111111111111,48,88.8888888888889,54,0,5,3,27,3,16,"2","Large"
"130",29,"4","2024-06-30","2025-06-28",6,6,10.9090909090909,10.9090909090909,49,89.0909090909091,55,0,3,3,28,3,18,"2","Large"
"131",29,"5","2024-06-02","2025-05-31",9,9,16.0714285714286,16.0714285714286,47,83.9285714285714,56,0,2,4,28,5,17,"3","Large"
"132",29,"6","2024-04-28","2025-04-26",8,8,14.2857142857143,14.2857142857143,48,85.7142857142857,56,0,1,4,29,4,18,"2","Large"
"133",29,"7","2024-03-31","2025-03-29",8,8,14.2857142857143,14.2857142857143,48,85.7142857142857,56,0,0,4,30,4,18,"2","Large"
"134",29,"8","2024-02-25","2025-02-22",8,8,14.0350877192982,14.0350877192982,49,85.9649122807018,57,0,0,4,31,4,18,"2","Large"
"135",29,"9","2024-01-28","2025-01-25",8,8,14.0350877192982,14.0350877192982,49,85.9649122807018,57,0,0,4,29,4,20,"2","Large"
"136",29,"10","2023-12-31","2024-12-28",8,8,14.2857142857143,14.2857142857143,48,85.7142857142857,56,0,0,5,29,3,19,"2","Large"
"137",29,"11","2023-12-03","2024-11-30",7,7,12.280701754386,12.280701754386,50,87.719298245614,57,0,0,4,30,3,20,"2","Large"
"138",29,"12","2023-10-29","2024-10-26",7,7,12.0689655172414,12.0689655172414,51,87.9310344827586,58,0,0,4,29,3,22,"2","Large"
"139",29,"13","2023-10-01","2024-09-28",6,6,10.5263157894737,10.5263157894737,51,89.4736842105263,57,0,0,3,31,3,20,"2","Large"
"140",29,"14","2023-09-03","2024-08-31",6,6,10.1694915254237,10.1694915254237,53,89.8305084745763,59,0,0,3,31,3,22,"2","Large"
"141",29,"15","2023-07-30","2024-07-27",5,5,8.47457627118644,8.47457627118644,54,91.5254237288136,59,0,0,3,30,2,24,"2","Large"
"142",29,"16","2023-07-02","2024-06-29",5,5,8.47457627118644,8.47457627118644,54,91.5254237288136,59,0,0,3,30,2,24,"2","Large"
"143",29,"17","2023-05-28","2024-05-25",2,2,3.38983050847458,3.38983050847458,57,96.6101694915254,59,0,0,2,31,0,26,"1","Large"
"144",29,"18","2023-04-30","2024-04-27",2,2,3.44827586206897,3.44827586206897,56,96.551724137931,58,0,0,2,30,0,26,"1","Large"
"145",29,"19","2023-04-02","2024-03-30",2,2,3.38983050847458,3.38983050847458,57,96.6101694915254,59,0,0,2,29,0,28,"1","Large"
"146",29,"20","2023-02-26","2024-02-24",2,2,3.38983050847458,3.38983050847458,57,96.6101694915254,59,0,0,2,29,0,28,"1","Large"
"147",29,"21","2023-01-29","2024-01-27",2,2,3.38983050847458,3.38983050847458,57,96.6101694915254,59,0,0,2,30,0,27,"1","Large"
"148",29,"22","2023-01-01","2023-12-30",2,2,3.38983050847458,3.38983050847458,57,96.6101694915254,59,0,0,1,30,1,27,"1","Large"
"149",32,"1","2024-09-29","2025-09-27",1,1,1.92307692307692,1.92307692307692,51,98.0769230769231,52,1,28,0,8,0,15,"1","Large"
"150",32,"2","2024-09-01","2025-08-30",1,1,1.92307692307692,1.92307692307692,51,98.0769230769231,52,1,28,0,7,0,16,"1","Large"
"151",32,"3","2024-07-28","2025-07-26",1,1,1.92307692307692,1.92307692307692,51,98.0769230769231,52,0,28,0,8,1,15,"1","Large"
"152",32,"4","2024-06-30","2025-06-28",1,1,1.85185185185185,1.85185185185185,53,98.1481481481482,54,0,30,0,9,1,14,"1","Large"
"153",32,"5","2024-06-02","2025-05-31",1,1,1.85185185185185,1.85185185185185,53,98.1481481481482,54,0,29,0,9,1,15,"1","Large"
"154",32,"6","2024-04-28","2025-04-26",1,1,1.88679245283019,1.88679245283019,52,98.1132075471698,53,0,30,0,9,1,13,"1","Large"
"155",32,"7","2024-03-31","2025-03-29",1,1,1.81818181818182,1.81818181818182,54,98.1818181818182,55,0,31,0,11,1,12,"1","Large"
"156",32,"8","2024-02-25","2025-02-22",1,1,1.81818181818182,1.81818181818182,54,98.1818181818182,55,0,31,0,12,1,11,"1","Large"
"157",32,"9","2024-01-28","2025-01-25",1,1,1.81818181818182,1.81818181818182,54,98.1818181818182,55,0,29,0,12,1,13,"1","Large"
"158",32,"10","2023-12-31","2024-12-28",1,1,1.78571428571429,1.78571428571429,55,98.2142857142857,56,0,30,0,13,1,12,"1","Large"
"159",32,"11","2023-12-03","2024-11-30",1,1,1.72413793103448,1.72413793103448,57,98.2758620689655,58,0,30,0,14,1,13,"1","Large"
"160",32,"12","2023-10-29","2024-10-26",1,1,1.75438596491228,1.75438596491228,56,98.2456140350877,57,0,30,0,14,1,12,"1","Large"
"161",32,"13","2023-10-01","2024-09-28",1,1,1.75438596491228,1.75438596491228,56,98.2456140350877,57,0,30,0,14,1,12,"1","Large"
"162",32,"14","2023-09-03","2024-08-31",1,1,1.72413793103448,1.72413793103448,57,98.2758620689655,58,0,31,0,15,1,11,"1","Large"
"163",32,"15","2023-07-30","2024-07-27",0,0,0,0,58,100,58,0,32,0,14,0,12,"1","Large"
"164",32,"16","2023-07-02","2024-06-29",0,0,0,0,57,100,57,0,31,0,13,0,13,"1","Large"
"165",32,"17","2023-05-28","2024-05-25",0,0,0,0,58,100,58,0,32,0,14,0,12,"1","Large"
"166",32,"18","2023-04-30","2024-04-27",0,0,0,0,59,100,59,0,32,0,14,0,13,"1","Large"
"167",32,"19","2023-04-02","2024-03-30",0,0,0,0,59,100,59,0,32,0,13,0,14,"1","Large"
"168",32,"20","2023-02-26","2024-02-24",1,1,1.69491525423729,1.69491525423729,58,98.3050847457627,59,1,32,0,12,0,14,"1","Large"
"169",32,"21","2023-01-29","2024-01-27",1,1,1.72413793103448,1.72413793103448,57,98.2758620689655,58,1,31,0,13,0,13,"1","Large"
"170",32,"22","2023-01-01","2023-12-30",2,2,3.33333333333333,3.33333333333333,58,96.6666666666667,60,2,32,0,12,0,14,"1","Large"
"171",39,"1","2024-09-29","2025-09-27",1,1,1.85185185185185,1.85185185185185,53,98.1481481481482,54,0,21,1,19,0,13,"1","Large"
"172",39,"2","2024-09-01","2025-08-30",1,1,1.81818181818182,1.81818181818182,54,98.1818181818182,55,0,22,1,19,0,13,"1","Large"
"173",39,"3","2024-07-28","2025-07-26",1,1,1.85185185185185,1.85185185185185,53,98.1481481481482,54,0,23,1,18,0,12,"1","Large"
"174",39,"4","2024-06-30","2025-06-28",1,1,1.81818181818182,1.81818181818182,54,98.1818181818182,55,0,24,1,18,0,12,"1","Large"
"175",39,"5","2024-06-02","2025-05-31",2,2,3.63636363636364,3.63636363636364,53,96.3636363636364,55,0,22,2,18,0,13,"1","Large"
"176",39,"6","2024-04-28","2025-04-26",3,3,5.26315789473684,5.26315789473684,54,94.7368421052632,57,1,23,2,18,0,13,"1","Large"
"177",39,"7","2024-03-31","2025-03-29",4,4,7.01754385964912,7.01754385964912,53,92.9824561403509,57,2,21,2,19,0,13,"1","Large"
"178",39,"8","2024-02-25","2025-02-22",4,4,7.01754385964912,7.01754385964912,53,92.9824561403509,57,2,21,2,17,0,15,"1","Large"
"179",39,"9","2024-01-28","2025-01-25",4,4,7.27272727272727,7.27272727272727,51,92.7272727272727,55,2,20,2,17,0,14,"1","Large"
"180",39,"10","2023-12-31","2024-12-28",4,4,7.40740740740741,7.40740740740741,50,92.5925925925926,54,2,18,2,17,0,15,"1","Large"
"181",39,"11","2023-12-03","2024-11-30",4,4,7.27272727272727,7.27272727272727,51,92.7272727272727,55,2,18,2,16,0,17,"1","Large"
"182",39,"12","2023-10-29","2024-10-26",3,2,5.88235294117647,3.92156862745098,48,94.1176470588235,51,2,17,1,16,0,15,"1","Large"
"183",39,"13","2023-10-01","2024-09-28",3,2,5.88235294117647,3.92156862745098,48,94.1176470588235,51,2,17,1,16,0,15,"1","Large"
"184",39,"14","2023-09-03","2024-08-31",3,3,5.76923076923077,5.76923076923077,49,94.2307692307692,52,2,19,1,14,0,16,"1","Large"
"185",39,"15","2023-07-30","2024-07-27",3,2,5.88235294117647,3.92156862745098,48,94.1176470588235,51,2,18,1,14,0,16,"1","Large"
"186",39,"16","2023-07-02","2024-06-29",3,2,5.88235294117647,3.92156862745098,48,94.1176470588235,51,2,19,1,14,0,15,"1","Large"
"187",39,"17","2023-05-28","2024-05-25",2,1,4,2,48,96,50,2,20,0,14,0,14,"1","Large"
"188",39,"18","2023-04-30","2024-04-27",1,0,2,0,49,98,50,1,22,0,13,0,14,"1","Large"
"189",39,"19","2023-04-02","2024-03-30",2,1,4,2,48,96,50,2,23,0,11,0,14,"1","Large"
"190",39,"20","2023-02-26","2024-02-24",3,3,5.76923076923077,5.76923076923077,49,94.2307692307692,52,2,22,1,14,0,13,"1","Large"
"191",39,"21","2023-01-29","2024-01-27",3,3,5.76923076923077,5.76923076923077,49,94.2307692307692,52,2,23,1,12,0,14,"1","Large"
"192",39,"22","2023-01-01","2023-12-30",3,3,5.66037735849057,5.66037735849057,50,94.3396226415094,53,2,24,1,12,0,14,"1","Large"
"193",41,"1","2024-09-29","2025-09-27",14,14,26.4150943396226,26.4150943396226,39,73.5849056603774,53,11,8,2,18,1,13,"3","Large"
"194",41,"2","2024-09-01","2025-08-30",13,13,23.6363636363636,23.6363636363636,42,76.3636363636364,55,10,9,2,20,1,13,"3","Large"
"195",41,"3","2024-07-28","2025-07-26",12,12,21.0526315789474,21.0526315789474,45,78.9473684210526,57,10,9,2,22,0,14,"3","Large"
"196",41,"4","2024-06-30","2025-06-28",12,12,21.0526315789474,21.0526315789474,45,78.9473684210526,57,10,9,2,22,0,14,"3","Large"
"197",41,"5","2024-06-02","2025-05-31",14,14,24.1379310344828,24.1379310344828,44,75.8620689655172,58,11,9,2,22,1,13,"3","Large"
"198",41,"6","2024-04-28","2025-04-26",14,14,24.5614035087719,24.5614035087719,43,75.4385964912281,57,11,9,2,21,1,13,"3","Large"
"199",41,"7","2024-03-31","2025-03-29",13,13,23.2142857142857,23.2142857142857,43,76.7857142857143,56,9,10,3,20,1,13,"3","Large"
