"","establishment_id","rolling_window","start_date","end_date","n_pos","n_pos_adj","percent_pos","percent_pos_adj","n_neg","percent_neg","total_sample_no","n_pos_breast","n_neg_breast","n_pos_leg","n_neg_leg","n_pos_wing","n_neg_wing","rw_category","establishment_size"
"3222",3856,"4","2024-06-30","2025-06-28",0,0,0,0,55,100,55,0,13,0,30,0,12,"1","Large"
"3223",3856,"5","2024-06-02","2025-05-31",0,0,0,0,56,100,56,0,14,0,31,0,11,"1","Large"
"3224",3856,"6","2024-04-28","2025-04-26",0,0,0,0,56,100,56,0,14,0,31,0,11,"1","Large"
"3225",3856,"7","2024-03-31","2025-03-29",0,0,0,0,57,100,57,0,16,0,31,0,10,"1","Large"
"3226",3856,"8","2024-02-25","2025-02-22",0,0,0,0,58,100,58,0,15,0,32,0,11,"1","Large"
"3227",3856,"9","2024-01-28","2025-01-25",0,0,0,0,56,100,56,0,17,0,30,0,9,"1","Large"
"3228",3856,"10","2023-12-31","2024-12-28",0,0,0,0,57,100,57,0,16,0,31,0,10,"1","Large"
"3229",3856,"11","2023-12-03","2024-11-30",1,1,1.75438596491228,1.75438596491228,56,98.2456140350877,57,1,15,0,33,0,8,"1","Large"
"3230",3856,"12","2023-10-29","2024-10-26",2,2,3.50877192982456,3.50877192982456,55,96.4912280701754,57,1,14,0,33,1,8,"1","Large"
"3231",3856,"13","2023-10-01","2024-09-28",2,2,3.44827586206897,3.44827586206897,56,96.551724137931,58,1,13,0,34,1,9,"1","Large"
"3232",3856,"14","2023-09-03","2024-08-31",2,2,3.44827586206897,3.44827586206897,56,96.551724137931,58,1,14,0,32,1,10,"1","Large"
"3233",3856,"15","2023-07-30","2024-07-27",2,2,3.44827586206897,3.44827586206897,56,96.551724137931,58,1,15,0,32,1,9,"1","Large"
"3234",3856,"16","2023-07-02","2024-06-29",2,2,3.50877192982456,3.50877192982456,55,96.4912280701754,57,1,13,0,34,1,8,"1","Large"
"3235",3856,"17","2023-05-28","2024-05-25",2,2,3.50877192982456,3.50877192982456,55,96.4912280701754,57,1,13,0,34,1,8,"1","Large"
"3236",3856,"18","2023-04-30","2024-04-27",2,2,3.44827586206897,3.44827586206897,56,96.551724137931,58,1,12,0,36,1,8,"1","Large"
"3237",3856,"19","2023-04-02","2024-03-30",2,2,3.44827586206897,3.44827586206897,56,96.551724137931,58,1,12,0,36,1,8,"1","Large"
"3238",3856,"20","2023-02-26","2024-02-24",2,2,3.50877192982456,3.50877192982456,55,96.4912280701754,57,1,12,0,34,1,9,"1","Large"
"3239",3856,"21","2023-01-29","2024-01-27",2,2,3.44827586206897,3.44827586206897,56,96.551724137931,58,1,10,0,35,1,11,"1","Large"
"3240",3856,"22","2023-01-01","2023-12-30",3,3,5.17241379310345,5.17241379310345,55,94.8275862068966,58,1,10,0,35,2,10,"1","Large"
"3241",3858,"1","2024-09-29","2025-09-27",5,4,9.80392156862745,7.84313725490196,46,90.1960784313726,51,3,20,1,17,1,9,"2","Large"
"3242",3858,"2","2024-09-01","2025-08-30",4,4,7.69230769230769,7.69230769230769,48,92.3076923076923,52,3,21,1,17,0,10,"1","Large"
"3243",3858,"3","2024-07-28","2025-07-26",5,5,9.25925925925926,9.25925925925926,49,90.7407407407407,54,4,20,1,18,0,11,"2","Large"
"3244",3858,"4","2024-06-30","2025-06-28",5,5,9.43396226415094,9.43396226415094,48,90.5660377358491,53,4,19,1,18,0,11,"2","Large"
"3245",3858,"5","2024-06-02","2025-05-31",6,6,11.1111111111111,11.1111111111111,48,88.8888888888889,54,5,19,1,20,0,9,"2","Large"
"3246",3858,"6","2024-04-28","2025-04-26",6,6,10.9090909090909,10.9090909090909,49,89.0909090909091,55,5,19,1,19,0,11,"2","Large"
"3247",3858,"7","2024-03-31","2025-03-29",6,6,10.7142857142857,10.7142857142857,50,89.2857142857143,56,5,18,1,21,0,11,"2","Large"
"3248",3858,"8","2024-02-25","2025-02-22",6,6,10.5263157894737,10.5263157894737,51,89.4736842105263,57,5,19,1,22,0,10,"2","Large"
"3249",3858,"9","2024-01-28","2025-01-25",7,7,12.0689655172414,12.0689655172414,51,87.9310344827586,58,6,18,1,23,0,10,"2","Large"
"3250",3858,"10","2023-12-31","2024-12-28",7,7,11.864406779661,11.864406779661,52,88.135593220339,59,6,19,1,23,0,10,"2","Large"
"3251",3858,"11","2023-12-03","2024-11-30",5,5,8.47457627118644,8.47457627118644,54,91.5254237288136,59,4,18,1,25,0,11,"2","Large"
"3252",3858,"12","2023-10-29","2024-10-26",4,4,6.77966101694915,6.77966101694915,55,93.2203389830508,59,4,19,0,24,0,12,"1","Large"
"3253",3858,"13","2023-10-01","2024-09-28",3,3,5.17241379310345,5.17241379310345,55,94.8275862068966,58,3,18,0,25,0,12,"1","Large"
"3254",3858,"14","2023-09-03","2024-08-31",3,3,5.26315789473684,5.26315789473684,54,94.7368421052632,57,3,17,0,26,0,11,"1","Large"
"3255",3858,"15","2023-07-30","2024-07-27",2,2,3.57142857142857,3.57142857142857,54,96.4285714285714,56,2,16,0,27,0,11,"1","Large"
"3256",3858,"16","2023-07-02","2024-06-29",3,3,5.26315789473684,5.26315789473684,54,94.7368421052632,57,3,16,0,26,0,12,"1","Large"
"3257",3858,"17","2023-05-28","2024-05-25",3,3,5.26315789473684,5.26315789473684,54,94.7368421052632,57,2,16,1,26,0,12,"1","Large"
"3258",3858,"18","2023-04-30","2024-04-27",3,3,5.26315789473684,5.26315789473684,54,94.7368421052632,57,2,15,1,28,0,11,"1","Large"
"3259",3858,"19","2023-04-02","2024-03-30",3,3,5.66037735849057,5.66037735849057,50,94.3396226415094,53,2,15,1,24,0,11,"1","Large"
"3260",3858,"20","2023-02-26","2024-02-24",4,4,7.40740740740741,7.40740740740741,50,92.5925925925926,54,2,16,2,23,0,11,"1","Large"
"3261",3858,"21","2023-01-29","2024-01-27",4,4,7.40740740740741,7.40740740740741,50,92.5925925925926,54,2,16,2,22,0,12,"1","Large"
"3262",3858,"22","2023-01-01","2023-12-30",4,4,7.54716981132075,7.54716981132075,49,92.4528301886792,53,2,14,2,24,0,11,"1","Large"
"3263",3870,"1","2024-09-29","2025-09-27",3,2,12.5,8.33333333333333,21,87.5,24,1,1,2,11,0,9,"2","Large"
"3264",3870,"2","2024-09-01","2025-08-30",3,2,13.0434782608696,8.69565217391304,20,86.9565217391304,23,1,1,2,11,0,8,"2","Large"
"3265",3870,"3","2024-07-28","2025-07-26",3,2,12.5,8.33333333333333,21,87.5,24,1,1,2,12,0,8,"2","Large"
"3266",3870,"4","2024-06-30","2025-06-28",3,2,13.0434782608696,8.69565217391304,20,86.9565217391304,23,1,1,2,11,0,8,"2","Large"
"3267",3870,"5","2024-06-02","2025-05-31",3,2,13.0434782608696,8.69565217391304,20,86.9565217391304,23,1,1,2,11,0,8,"2","Large"
"3268",3870,"6","2024-04-28","2025-04-26",2,1,8.33333333333333,4.16666666666667,22,91.6666666666667,24,0,1,2,13,0,8,"1","Large"
"3269",3870,"7","2024-03-31","2025-03-29",2,1,8.33333333333333,4.16666666666667,22,91.6666666666667,24,0,1,2,14,0,7,"1","Large"
"3270",3870,"8","2024-02-25","2025-02-22",2,1,8.33333333333333,4.16666666666667,22,91.6666666666667,24,0,1,1,15,1,6,"1","Large"
"3271",3870,"9","2024-01-28","2025-01-25",2,1,8.33333333333333,4.16666666666667,22,91.6666666666667,24,0,1,1,15,1,6,"1","Large"
"3272",3870,"10","2023-12-31","2024-12-28",2,1,8.33333333333333,4.16666666666667,22,91.6666666666667,24,0,0,1,15,1,7,"1","Large"
"3273",3870,"11","2023-12-03","2024-11-30",1,0,4.54545454545455,0,21,95.4545454545455,22,0,0,0,14,1,7,"1","Large"
"3274",3870,"12","2023-10-29","2024-10-26",1,0,4.16666666666667,0,23,95.8333333333333,24,0,0,0,16,1,7,"1","Large"
"3275",3870,"13","2023-10-01","2024-09-28",1,0,4.16666666666667,0,23,95.8333333333333,24,0,0,0,16,1,7,"1","Large"
"3276",3870,"14","2023-09-03","2024-08-31",1,0,3.84615384615385,0,25,96.1538461538462,26,0,0,0,18,1,7,"1","Large"
"3277",3870,"15","2023-07-30","2024-07-27",2,1,6.89655172413793,3.44827586206897,27,93.1034482758621,29,0,0,1,19,1,8,"1","Large"
"3278",3870,"16","2023-07-02","2024-06-29",2,1,6.06060606060606,3.03030303030303,31,93.9393939393939,33,0,0,1,21,1,10,"1","Large"
"3279",3870,"17","2023-05-28","2024-05-25",2,1,5.55555555555556,2.77777777777778,34,94.4444444444444,36,0,0,1,24,1,10,"1","Large"
"3280",3870,"18","2023-04-30","2024-04-27",2,1,5.40540540540541,2.7027027027027,35,94.5945945945946,37,0,0,1,24,1,11,"1","Large"
"3281",3870,"19","2023-04-02","2024-03-30",2,1,4.76190476190476,2.38095238095238,40,95.2380952380952,42,0,0,1,27,1,13,"1","Large"
"3282",3870,"20","2023-02-26","2024-02-24",1,0,2.22222222222222,0,44,97.7777777777778,45,0,0,1,29,0,15,"1","Large"
"3283",3870,"21","2023-01-29","2024-01-27",1,0,2.08333333333333,0,47,97.9166666666667,48,0,0,1,31,0,16,"1","Large"
"3284",3870,"22","2023-01-01","2023-12-30",1,0,2.04081632653061,0,48,97.9591836734694,49,0,0,1,31,0,17,"1","Large"
"3285",3871,"1","2024-09-29","2025-09-27",8,8,15.3846153846154,15.3846153846154,44,84.6153846153846,52,8,44,0,0,0,0,"2","Large"
"3286",3871,"2","2024-09-01","2025-08-30",6,6,11.5384615384615,11.5384615384615,46,88.4615384615385,52,6,46,0,0,0,0,"2","Large"
"3287",3871,"3","2024-07-28","2025-07-26",8,8,14.8148148148148,14.8148148148148,46,85.1851851851852,54,8,46,0,0,0,0,"2","Large"
"3288",3871,"4","2024-06-30","2025-06-28",8,8,14.8148148148148,14.8148148148148,46,85.1851851851852,54,8,46,0,0,0,0,"2","Large"
"3289",3871,"5","2024-06-02","2025-05-31",9,9,16.3636363636364,16.3636363636364,46,83.6363636363636,55,9,46,0,0,0,0,"3","Large"
"3290",3871,"6","2024-04-28","2025-04-26",10,10,18.5185185185185,18.5185185185185,44,81.4814814814815,54,10,44,0,0,0,0,"3","Large"
"3291",3871,"7","2024-03-31","2025-03-29",10,10,18.5185185185185,18.5185185185185,44,81.4814814814815,54,10,44,0,0,0,0,"3","Large"
"3292",3871,"8","2024-02-25","2025-02-22",10,10,18.1818181818182,18.1818181818182,45,81.8181818181818,55,10,45,0,0,0,0,"3","Large"
"3293",3871,"9","2024-01-28","2025-01-25",10,10,18.8679245283019,18.8679245283019,43,81.1320754716981,53,10,43,0,0,0,0,"3","Large"
"3294",3871,"10","2023-12-31","2024-12-28",10,10,18.5185185185185,18.5185185185185,44,81.4814814814815,54,10,44,0,0,0,0,"3","Large"
"3295",3871,"11","2023-12-03","2024-11-30",13,13,24.0740740740741,24.0740740740741,41,75.9259259259259,54,13,41,0,0,0,0,"3","Large"
"3296",3871,"12","2023-10-29","2024-10-26",10,10,18.1818181818182,18.1818181818182,45,81.8181818181818,55,10,45,0,0,0,0,"3","Large"
"3297",3871,"13","2023-10-01","2024-09-28",10,10,18.1818181818182,18.1818181818182,45,81.8181818181818,55,10,45,0,0,0,0,"3","Large"
"3298",3871,"14","2023-09-03","2024-08-31",11,11,19.6428571428571,19.6428571428571,45,80.3571428571429,56,11,45,0,0,0,0,"3","Large"
"3299",3871,"15","2023-07-30","2024-07-27",9,9,16.3636363636364,16.3636363636364,46,83.6363636363636,55,9,46,0,0,0,0,"3","Large"
"3300",3871,"16","2023-07-02","2024-06-29",9,9,16.3636363636364,16.3636363636364,46,83.6363636363636,55,9,46,0,0,0,0,"3","Large"
"3301",3871,"17","2023-05-28","2024-05-25",8,8,14.5454545454545,14.5454545454545,47,85.4545454545455,55,8,47,0,0,0,0,"2","Large"
"3302",3871,"18","2023-04-30","2024-04-27",7,7,12.962962962963,12.962962962963,47,87.037037037037,54,7,47,0,0,0,0,"2","Large"
"3303",3871,"19","2023-04-02","2024-03-30",8,8,14.5454545454545,14.5454545454545,47,85.4545454545455,55,8,47,0,0,0,0,"2","Large"
"3304",3871,"20","2023-02-26","2024-02-24",7,7,13.2075471698113,13.2075471698113,46,86.7924528301887,53,7,46,0,0,0,0,"2","Large"
"3305",3871,"21","2023-01-29","2024-01-27",7,7,12.7272727272727,12.7272727272727,48,87.2727272727273,55,7,48,0,0,0,0,"2","Large"
"3306",3871,"22","2023-01-01","2023-12-30",7,7,12.5,12.5,49,87.5,56,7,49,0,0,0,0,"2","Large"
"3307",3873,"1","2024-09-29","2025-09-27",1,1,1.88679245283019,1.88679245283019,52,98.1132075471698,53,0,18,0,22,1,12,"1","Large"
"3308",3873,"2","2024-09-01","2025-08-30",0,0,0,0,54,100,54,0,17,0,23,0,14,"1","Large"
"3309",3873,"3","2024-07-28","2025-07-26",0,0,0,0,55,100,55,0,16,0,24,0,15,"1","Large"
"3310",3873,"4","2024-06-30","2025-06-28",0,0,0,0,56,100,56,0,16,0,24,0,16,"1","Large"
"3311",3873,"5","2024-06-02","2025-05-31",0,0,0,0,57,100,57,0,17,0,24,0,16,"1","Large"
"3312",3873,"6","2024-04-28","2025-04-26",0,0,0,0,57,100,57,0,17,0,24,0,16,"1","Large"
"3313",3873,"7","2024-03-31","2025-03-29",0,0,0,0,58,100,58,0,18,0,25,0,15,"1","Large"
"3314",3873,"8","2024-02-25","2025-02-22",0,0,0,0,58,100,58,0,17,0,25,0,16,"1","Large"
"3315",3873,"9","2024-01-28","2025-01-25",0,0,0,0,58,100,58,0,17,0,25,0,16,"1","Large"
"3316",3873,"10","2023-12-31","2024-12-28",2,2,3.38983050847458,3.38983050847458,57,96.6101694915254,59,1,17,1,24,0,16,"1","Large"
"3317",3873,"11","2023-12-03","2024-11-30",3,3,5,5,57,95,60,2,17,1,23,0,17,"1","Large"
"3318",3873,"12","2023-10-29","2024-10-26",3,3,5,5,57,95,60,2,18,1,22,0,17,"1","Large"
"3319",3873,"13","2023-10-01","2024-09-28",3,3,5.08474576271187,5.08474576271187,56,94.9152542372881,59,2,18,1,21,0,17,"1","Large"
"3320",3873,"14","2023-09-03","2024-08-31",3,3,5.08474576271187,5.08474576271187,56,94.9152542372881,59,2,19,1,20,0,17,"1","Large"
"3321",3873,"15","2023-07-30","2024-07-27",3,3,5.17241379310345,5.17241379310345,55,94.8275862068966,58,2,19,1,20,0,16,"1","Large"
"3322",3873,"16","2023-07-02","2024-06-29",3,3,5.08474576271187,5.08474576271187,56,94.9152542372881,59,2,19,1,21,0,16,"1","Large"
"3323",3873,"17","2023-05-28","2024-05-25",3,3,5.17241379310345,5.17241379310345,55,94.8275862068966,58,2,18,1,21,0,16,"1","Large"
"3324",3873,"18","2023-04-30","2024-04-27",3,3,5.26315789473684,5.26315789473684,54,94.7368421052632,57,2,17,1,21,0,16,"1","Large"
"3325",3873,"19","2023-04-02","2024-03-30",4,4,7.01754385964912,7.01754385964912,53,92.9824561403509,57,3,17,1,20,0,16,"1","Large"
"3326",3873,"20","2023-02-26","2024-02-24",4,4,7.14285714285714,7.14285714285714,52,92.8571428571429,56,3,18,1,19,0,15,"1","Large"
"3327",3873,"21","2023-01-29","2024-01-27",4,4,7.01754385964912,7.01754385964912,53,92.9824561403509,57,3,18,1,19,0,16,"1","Large"
"3328",3873,"22","2023-01-01","2023-12-30",2,2,3.50877192982456,3.50877192982456,55,96.4912280701754,57,2,19,0,20,0,16,"1","Large"
"3329",3874,"1","2024-09-29","2025-09-27",1,0,4.34782608695652,0,22,95.6521739130435,23,1,20,0,2,0,0,"1","Small"
"3330",3874,"2","2024-09-01","2025-08-30",2,1,8.33333333333333,4.16666666666667,22,91.6666666666667,24,1,20,1,2,0,0,"1","Small"
"3331",3874,"3","2024-07-28","2025-07-26",2,1,8.69565217391304,4.34782608695652,21,91.304347826087,23,1,19,1,2,0,0,"1","Small"
"3332",3874,"4","2024-06-30","2025-06-28",2,1,8.69565217391304,4.34782608695652,21,91.304347826087,23,1,19,1,2,0,0,"1","Small"
"3333",3874,"5","2024-06-02","2025-05-31",2,1,8.69565217391304,4.34782608695652,21,91.304347826087,23,1,19,1,2,0,0,"1","Small"
"3334",3874,"6","2024-04-28","2025-04-26",3,2,13.0434782608696,8.69565217391304,20,86.9565217391304,23,2,17,1,3,0,0,"2","Small"
"3335",3874,"7","2024-03-31","2025-03-29",4,3,16.6666666666667,12.5,20,83.3333333333333,24,3,16,1,4,0,0,"2","Small"
"3336",3874,"8","2024-02-25","2025-02-22",4,3,17.3913043478261,13.0434782608696,19,82.6086956521739,23,3,14,1,5,0,0,"2","Small"
"3337",3874,"9","2024-01-28","2025-01-25",3,2,13.6363636363636,9.09090909090909,19,86.3636363636364,22,2,14,1,5,0,0,"2","Small"
"3338",3874,"10","2023-12-31","2024-12-28",3,2,16.6666666666667,11.1111111111111,15,83.3333333333333,18,2,11,1,4,0,0,"2","Small"
"3339",3874,"11","2023-12-03","2024-11-30",3,2,17.6470588235294,11.7647058823529,14,82.3529411764706,17,2,10,1,4,0,0,"2","Small"
"3340",3874,"12","2023-10-29","2024-10-26",3,2,20,13.3333333333333,12,80,15,2,8,1,4,0,0,"2","Small"
"3341",3874,"13","2023-10-01","2024-09-28",3,2,23.0769230769231,15.3846153846154,10,76.9230769230769,13,2,7,1,3,0,0,"2","Small"
"3342",3874,"14","2023-09-03","2024-08-31",2,1,18.1818181818182,9.09090909090909,9,81.8181818181818,11,2,6,0,3,0,0,"2","Small"
"3343",3874,"15","2023-07-30","2024-07-27",2,1,20,10,8,80,10,2,5,0,3,0,0,"2","Small"
"3344",3874,"16","2023-07-02","2024-06-29",2,1,25,12.5,6,75,8,2,3,0,3,0,0,NA,"Small"
"3345",3874,"17","2023-05-28","2024-05-25",1,0,20,0,4,80,5,1,1,0,3,0,0,NA,"Small"
"3346",3874,"18","2023-04-30","2024-04-27",1,0,25,0,3,75,4,1,1,0,2,0,0,NA,"Small"
"3347",3874,"19","2023-04-02","2024-03-30",0,0,0,0,2,100,2,0,1,0,1,0,0,NA,"Small"
"3348",3879,"1","2024-09-29","2025-09-27",2,1,6.89655172413793,3.44827586206897,27,93.1034482758621,29,1,10,1,10,0,7,"1","Large"
"3349",3879,"2","2024-09-01","2025-08-30",2,1,7.40740740740741,3.7037037037037,25,92.5925925925926,27,1,9,1,9,0,7,"1","Large"
"3350",3879,"3","2024-07-28","2025-07-26",1,0,3.7037037037037,0,26,96.2962962962963,27,1,10,0,10,0,6,"1","Large"
"3351",3879,"4","2024-06-30","2025-06-28",1,0,4.16666666666667,0,23,95.8333333333333,24,1,9,0,9,0,5,"1","Large"
"3352",3879,"5","2024-06-02","2025-05-31",1,0,4.16666666666667,0,23,95.8333333333333,24,1,10,0,8,0,5,"1","Large"
"3353",3879,"6","2024-04-28","2025-04-26",1,0,4.16666666666667,0,23,95.8333333333333,24,1,10,0,8,0,5,"1","Large"
"3354",3879,"7","2024-03-31","2025-03-29",1,0,4.16666666666667,0,23,95.8333333333333,24,1,10,0,8,0,5,"1","Large"
"3355",3879,"8","2024-02-25","2025-02-22",1,0,4.34782608695652,0,22,95.6521739130435,23,1,9,0,7,0,6,"1","Large"
"3356",3879,"9","2024-01-28","2025-01-25",2,1,8.33333333333333,4.16666666666667,22,91.6666666666667,24,2,9,0,6,0,7,"1","Large"
"3357",3879,"10","2023-12-31","2024-12-28",2,1,8.33333333333333,4.16666666666667,22,91.6666666666667,24,2,9,0,6,0,7,"1","Large"
"3358",3879,"11","2023-12-03","2024-11-30",2,1,8.69565217391304,4.34782608695652,21,91.304347826087,23,2,9,0,6,0,6,"1","Large"
"3359",3879,"12","2023-10-29","2024-10-26",2,1,8.69565217391304,4.34782608695652,21,91.304347826087,23,2,9,0,6,0,6,"1","Large"
"3360",3879,"13","2023-10-01","2024-09-28",2,1,8.33333333333333,4.16666666666667,22,91.6666666666667,24,2,11,0,5,0,6,"1","Large"
"3361",3879,"14","2023-09-03","2024-08-31",2,1,8.69565217391304,4.34782608695652,21,91.304347826087,23,2,10,0,6,0,5,"1","Large"
"3362",3879,"15","2023-07-30","2024-07-27",2,1,8.69565217391304,4.34782608695652,21,91.304347826087,23,2,10,0,5,0,6,"1","Large"
"3363",3879,"16","2023-07-02","2024-06-29",1,0,4.34782608695652,0,22,95.6521739130435,23,1,10,0,5,0,7,"1","Large"
"3364",3879,"17","2023-05-28","2024-05-25",1,0,4.54545454545455,0,21,95.4545454545455,22,1,10,0,5,0,6,"1","Large"
"3365",3879,"18","2023-04-30","2024-04-27",1,0,4.54545454545455,0,21,95.4545454545455,22,1,10,0,5,0,6,"1","Large"
"3366",3879,"19","2023-04-02","2024-03-30",1,0,4.54545454545455,0,21,95.4545454545455,22,1,9,0,6,0,6,"1","Large"
"3367",3879,"20","2023-02-26","2024-02-24",1,0,4.34782608695652,0,22,95.6521739130435,23,1,9,0,8,0,5,"1","Large"
"3368",3879,"21","2023-01-29","2024-01-27",0,0,0,0,21,100,21,0,8,0,8,0,5,"1","Large"
"3369",3879,"22","2023-01-01","2023-12-30",0,0,0,0,22,100,22,0,9,0,8,0,5,"1","Large"
"3370",3880,"1","2024-09-29","2025-09-27",0,0,0,0,56,100,56,0,21,0,19,0,16,"1","Large"
"3371",3880,"2","2024-09-01","2025-08-30",0,0,0,0,56,100,56,0,20,0,20,0,16,"1","Large"
"3372",3880,"3","2024-07-28","2025-07-26",0,0,0,0,54,100,54,0,19,0,18,0,17,"1","Large"
"3373",3880,"4","2024-06-30","2025-06-28",0,0,0,0,55,100,55,0,18,0,19,0,18,"1","Large"
"3374",3880,"5","2024-06-02","2025-05-31",0,0,0,0,56,100,56,0,20,0,18,0,18,"1","Large"
"3375",3880,"6","2024-04-28","2025-04-26",0,0,0,0,56,100,56,0,19,0,19,0,18,"1","Large"
"3376",3880,"7","2024-03-31","2025-03-29",0,0,0,0,57,100,57,0,19,0,19,0,19,"1","Large"
"3377",3880,"8","2024-02-25","2025-02-22",0,0,0,0,59,100,59,0,19,0,21,0,19,"1","Large"
"3378",3880,"9","2024-01-28","2025-01-25",0,0,0,0,57,100,57,0,19,0,18,0,20,"1","Large"
"3379",3880,"10","2023-12-31","2024-12-28",0,0,0,0,58,100,58,0,19,0,20,0,19,"1","Large"
"3380",3880,"11","2023-12-03","2024-11-30",0,0,0,0,59,100,59,0,19,0,20,0,20,"1","Large"
"3381",3880,"12","2023-10-29","2024-10-26",0,0,0,0,59,100,59,0,18,0,21,0,20,"1","Large"
"3382",3880,"13","2023-10-01","2024-09-28",0,0,0,0,58,100,58,0,18,0,20,0,20,"1","Large"
"3383",3880,"14","2023-09-03","2024-08-31",0,0,0,0,59,100,59,0,18,0,21,0,20,"1","Large"
"3384",3880,"15","2023-07-30","2024-07-27",1,1,1.66666666666667,1.66666666666667,59,98.3333333333333,60,1,18,0,22,0,19,"1","Large"
"3385",3880,"16","2023-07-02","2024-06-29",1,1,1.63934426229508,1.63934426229508,60,98.3606557377049,61,1,20,0,22,0,18,"1","Large"
"3386",3880,"17","2023-05-28","2024-05-25",1,1,1.63934426229508,1.63934426229508,60,98.3606557377049,61,1,19,0,22,0,19,"1","Large"
"3387",3880,"18","2023-04-30","2024-04-27",1,1,1.63934426229508,1.63934426229508,60,98.3606557377049,61,1,20,0,21,0,19,"1","Large"
"3388",3880,"19","2023-04-02","2024-03-30",1,1,1.66666666666667,1.66666666666667,59,98.3333333333333,60,1,20,0,21,0,18,"1","Large"
"3389",3880,"20","2023-02-26","2024-02-24",1,1,1.66666666666667,1.66666666666667,59,98.3333333333333,60,1,21,0,20,0,18,"1","Large"
"3390",3880,"21","2023-01-29","2024-01-27",1,1,1.66666666666667,1.66666666666667,59,98.3333333333333,60,1,22,0,20,0,17,"1","Large"
"3391",3880,"22","2023-01-01","2023-12-30",1,1,1.66666666666667,1.66666666666667,59,98.3333333333333,60,1,22,0,20,0,17,"1","Large"
"3392",3881,"1","2024-09-29","2025-09-27",0,0,0,0,54,100,54,0,33,0,10,0,11,"1","Large"
"3393",3881,"2","2024-09-01","2025-08-30",1,1,1.81818181818182,1.81818181818182,54,98.1818181818182,55,1,32,0,11,0,11,"1","Large"
"3394",3881,"3","2024-07-28","2025-07-26",2,2,3.57142857142857,3.57142857142857,54,96.4285714285714,56,2,32,0,10,0,12,"1","Large"
"3395",3881,"4","2024-06-30","2025-06-28",2,2,3.63636363636364,3.63636363636364,53,96.3636363636364,55,2,30,0,11,0,12,"1","Large"
"3396",3881,"5","2024-06-02","2025-05-31",2,2,3.57142857142857,3.57142857142857,54,96.4285714285714,56,2,33,0,10,0,11,"1","Large"
"3397",3881,"6","2024-04-28","2025-04-26",3,3,5.35714285714286,5.35714285714286,53,94.6428571428571,56,3,33,0,9,0,11,"1","Large"
"3398",3881,"7","2024-03-31","2025-03-29",3,3,5.45454545454545,5.45454545454545,52,94.5454545454545,55,3,30,0,10,0,12,"1","Large"
"3399",3881,"8","2024-02-25","2025-02-22",4,4,7.01754385964912,7.01754385964912,53,92.9824561403509,57,3,32,1,10,0,11,"1","Large"
"3400",3881,"9","2024-01-28","2025-01-25",4,4,7.14285714285714,7.14285714285714,52,92.8571428571429,56,3,31,1,9,0,12,"1","Large"
"3401",3881,"10","2023-12-31","2024-12-28",5,5,8.7719298245614,8.7719298245614,52,91.2280701754386,57,4,31,1,10,0,11,"2","Large"
"3402",3881,"11","2023-12-03","2024-11-30",5,5,8.47457627118644,8.47457627118644,54,91.5254237288136,59,4,33,1,10,0,11,"2","Large"
"3403",3881,"12","2023-10-29","2024-10-26",5,5,8.47457627118644,8.47457627118644,54,91.5254237288136,59,4,33,1,10,0,11,"2","Large"
"3404",3881,"13","2023-10-01","2024-09-28",6,6,10.1694915254237,10.1694915254237,53,89.8305084745763,59,5,31,1,10,0,12,"2","Large"
"3405",3881,"14","2023-09-03","2024-08-31",5,5,8.62068965517241,8.62068965517241,53,91.3793103448276,58,4,31,1,10,0,12,"2","Large"
"3406",3881,"15","2023-07-30","2024-07-27",4,4,7.14285714285714,7.14285714285714,52,92.8571428571429,56,3,31,1,10,0,11,"1","Large"
"3407",3881,"16","2023-07-02","2024-06-29",4,4,6.89655172413793,6.89655172413793,54,93.1034482758621,58,3,33,1,9,0,12,"1","Large"
"3408",3881,"17","2023-05-28","2024-05-25",4,4,7.01754385964912,7.01754385964912,53,92.9824561403509,57,3,33,1,8,0,12,"1","Large"
"3409",3881,"18","2023-04-30","2024-04-27",3,3,5.45454545454545,5.45454545454545,52,94.5454545454545,55,2,31,1,10,0,11,"1","Large"
"3410",3881,"19","2023-04-02","2024-03-30",3,3,5.35714285714286,5.35714285714286,53,94.6428571428571,56,2,32,1,10,0,11,"1","Large"
"3411",3881,"20","2023-02-26","2024-02-24",2,2,3.57142857142857,3.57142857142857,54,96.4285714285714,56,2,33,0,11,0,10,"1","Large"
"3412",3881,"21","2023-01-29","2024-01-27",2,2,3.57142857142857,3.57142857142857,54,96.4285714285714,56,2,33,0,11,0,10,"1","Large"
"3413",3881,"22","2023-01-01","2023-12-30",2,2,3.57142857142857,3.57142857142857,54,96.4285714285714,56,2,34,0,10,0,10,"1","Large"
"3414",3883,"1","2024-09-29","2025-09-27",3,3,5.26315789473684,5.26315789473684,54,94.7368421052632,57,2,29,0,0,1,25,"1","Large"
"3415",3883,"2","2024-09-01","2025-08-30",3,3,5.26315789473684,5.26315789473684,54,94.7368421052632,57,2,31,0,0,1,23,"1","Large"
"3416",3883,"3","2024-07-28","2025-07-26",3,3,5.26315789473684,5.26315789473684,54,94.7368421052632,57,2,30,0,0,1,24,"1","Large"
"3417",3883,"4","2024-06-30","2025-06-28",3,3,5.26315789473684,5.26315789473684,54,94.7368421052632,57,2,31,0,0,1,23,"1","Large"
